,tconst,primary_title,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,total_profit
1560,tt1480658,Eddie: The Sleepwalking Cannibal,90.0,"Comedy,Horror","Apr 5, 2013",1400000,1632,1632,-1398368
1561,tt8043306,Teefa in Trouble,155.0,"Action,Comedy,Crime","Jul 20, 2018",1500000,0,98806,-1401194
1563,tt2017486,Closer to the Moon,112.0,"Comedy,Crime,Drama","Apr 17, 2014",1500000,0,5396,-1494604
1565,tt1772288,Danny Collins,106.0,"Biography,Comedy,Drama","Mar 20, 2015",10000000,5637066,8465845,-1534155
1571,tt1667307,Damsels in Distress,99.0,"Comedy,Drama,Romance","Apr 6, 2012",3000000,1007535,1324299,-1675701
1572,tt1699755,Peeples,95.0,"Comedy,Romance","May 10, 2013",11000000,9177065,9307166,-1692834
1575,tt2474024,The Last Five Years,94.0,"Comedy,Drama,Musical","Feb 13, 2015",2000000,147299,205298,-1794702
1576,tt5649108,Thoroughbreds,92.0,"Comedy,Crime,Drama","Mar 9, 2018",5000000,3072605,3187302,-1812698
1578,tt3566698,Vaalu,155.0,"Comedy,Romance","Dec 31, 2015",1900000,0,12444,-1887556
1579,tt1512235,Super,96.0,"Action,Comedy,Drama","Apr 1, 2011",2500000,327716,593933,-1906067
1589,tt1754633,The Ghastly Love of Johnny X,106.0,"Comedy,Fantasy,Musical","Oct 26, 2012",2000000,2436,2436,-1997564
1593,tt1477837,Cedar Rapids,87.0,Comedy,"Feb 11, 2011",10000000,6861102,7862131,-2137869
1594,tt2170299,Bad Words,89.0,"Comedy,Drama","Mar 14, 2014",10000000,7779614,7843145,-2156855
1595,tt1640459,Hobo with a Shotgun,86.0,"Action,Comedy,Horror","May 6, 2011",3000000,703372,834953,-2165047
1596,tt1531663,Everything Must Go,97.0,"Comedy,Drama","May 13, 2011",5000000,2712131,2821010,-2178990
1597,tt2690138,The D Train,101.0,"Comedy,Drama","May 8, 2015",3000000,669688,772366,-2227634
1602,tt2401878,Anomalisa,90.0,"Animation,Comedy,Drama","Dec 30, 2015",8000000,3759286,5706168,-2293832
1611,tt0443465,Before We Go,95.0,"Comedy,Drama,Romance","Sep 4, 2015",3000000,37151,483938,-2516062
1613,tt3253232,The Bounce Back,104.0,"Comedy,Romance","Dec 9, 2016",3000000,321910,421404,-2578596
1619,tt1235189,Wild Target,98.0,"Action,Comedy,Crime","Oct 29, 2010",8000000,109338,5314194,-2685806
1624,tt1855401,Tim and Eric's Billion Dollar Movie,93.0,Comedy,"Mar 2, 2012",3000000,201436,223652,-2776348
1626,tt1663143,Fun Size,86.0,"Adventure,Comedy","Oct 26, 2012",14000000,9409538,11166615,-2833385
1631,tt1509803,Griff the Invisible,90.0,"Comedy,Drama,Romance","Aug 19, 2011",2900000,20778,25935,-2874065
1632,tt3859304,The Bronze,100.0,"Comedy,Drama,Sport","Mar 18, 2016",3500000,615816,615816,-2884184
1633,tt2398249,They Came Together,83.0,"Comedy,Romance","Jun 27, 2014",3000000,0,82780,-2917220
1638,tt7844060,Lady in White,98.0,"Comedy,Drama","Apr 22, 1988",4700000,1705139,1705139,-2994861
1640,tt1719071,Another Happy Day,119.0,"Comedy,Drama","Nov 18, 2011",4000000,9120,978527,-3021473
1643,tt1781058,Wilson,94.0,"Comedy,Drama","Aug 1, 1944",5200000,2000000,2000000,-3200000
1645,tt2796678,The Opposite Sex,97.0,Comedy,"Jan 20, 2015",3300000,0,50206,-3249794
1665,tt9390090,Head Over Heels,,Comedy,"Feb 2, 2001",14000000,10397365,10397365,-3602635
1668,tt6107548,Late Night,102.0,"Comedy,Drama","Jun 7, 2019",4000000,246305,246305,-3753695
1672,tt2751576,Out of the Blue,108.0,"Comedy,Drama","Oct 19, 2007",4600000,728,731767,-3868233
1692,tt1798243,Rudderless,105.0,"Comedy,Drama,Music","Oct 17, 2014",5000000,56001,567219,-4432781
1693,tt6571636,Wonderland,92.0,"Comedy,Drama","Oct 3, 2003",5500000,1060512,1060512,-4439488
1697,tt0790628,The Incredible Burt Wonderstone,100.0,"Adventure,Comedy,Fantasy","Mar 15, 2013",32000000,22537881,27392609,-4607391
1700,tt4701724,Early Man,89.0,"Adventure,Animation,Comedy","Feb 16, 2018",50000000,8267544,45285890,-4714110
1703,tt10300710,Hit & Run,114.0,"Action,Comedy","Aug 22, 2012",22000000,13749300,17216955,-4783045
1707,tt1525366,Grabbers,94.0,"Comedy,Horror,Sci-Fi","Jul 19, 2013",5300000,0,440821,-4859179
1709,tt3776292,Stuck,85.0,"Comedy,Drama","May 30, 2008",5000000,67505,67505,-4932495
1713,tt3838992,Yoga Hosers,88.0,"Action,Comedy,Fantasy","Sep 2, 2016",5000000,0,22958,-4977042
1714,tt6163142,Grace,90.0,"Comedy,Crime,Romance","Aug 14, 2009",5000000,8297,8297,-4991703
1722,tt2402105,Dom Hemingway,93.0,"Comedy,Crime,Drama","Apr 2, 2014",7000000,523511,1857458,-5142542
1725,tt1791528,Inherent Vice,148.0,"Comedy,Crime,Drama","Dec 12, 2014",20000000,8110975,14772346,-5227654
1728,tt1588334,"Jeff, Who Lives at Home",83.0,"Comedy,Drama","Mar 16, 2012",10000000,4269426,4708127,-5291873
1739,tt1251743,Salvation Boulevard,96.0,"Action,Comedy,Drama","Jul 15, 2011",5500000,28468,28468,-5471532
1740,tt2914838,R100,99.0,"Comedy,Drama","Jan 23, 2015",5500000,24956,24956,-5475044
1747,tt1756851,Twixt,88.0,"Comedy,Fantasy,Horror","Jul 23, 2013",7000000,0,1268346,-5731654
1749,tt1598828,One for the Money,91.0,"Action,Comedy,Crime","Jan 27, 2012",42000000,26414527,36197221,-5802779
1758,tt4158096,Free Fire,91.0,"Action,Comedy,Crime","Apr 21, 2017",10000000,1799322,3793739,-6206261
1760,tt3381008,The Brothers Grimsby,83.0,"Action,Adventure,Comedy","Mar 11, 2016",35000000,6864016,28720470,-6279530
1765,tt1152830,The Joneses,117.0,"Comedy,Drama","Apr 16, 2010",10000000,1475746,3541565,-6458435
1767,tt1361313,The Extra Man,108.0,Comedy,"Jul 30, 2010",7000000,453377,492108,-6507892
1768,tt1478964,Attack the Block,88.0,"Action,Comedy,Sci-Fi","Jul 29, 2011",13000000,1024175,6459183,-6540817
1769,tt4622512,Battle of the Sexes,121.0,"Biography,Comedy,Drama","Sep 22, 2017",25000000,12638526,18445379,-6554621
1772,tt1403177,Hesher,106.0,"Comedy,Crime,Drama","May 13, 2011",7000000,382946,382946,-6617054
1773,tt5280954,The Importance of Being Earnest,,Comedy,"May 22, 2002",15000000,8378141,8378141,-6621859
1781,tt2097333,A.C.O.R.N.S.: Operation Crackdown,83.0,"Animation,Comedy,Family","Nov 1, 2016",8500000,0,1353287,-7146713
1785,tt1411664,Bucky Larson: Born to Be a Star,97.0,Comedy,"Sep 9, 2011",10000000,2529395,2529395,-7470605
1786,tt1772422,Outside Bet,101.0,Comedy,"Feb 24, 2015",7500000,0,13524,-7486476
1805,tt1319716,It's a Wonderful Afterlife,100.0,"Comedy,Drama,Fantasy","Oct 8, 2010",10000000,0,1642939,-8357061
1806,tt10265116,Dream House,,"Comedy,Drama,Romance","Sep 30, 2011",50000000,21302340,41642166,-8357834
1807,tt3910736,Gun Shy,92.0,"Action,Adventure,Comedy","Feb 4, 2000",10000000,1638202,1638202,-8361798
1818,tt1336608,Rock of Ages,123.0,"Comedy,Drama,Musical","Jun 15, 2012",70000000,38518613,61031932,-8968068
1823,tt7520136,The Conspirator,,Comedy,"Apr 15, 2011",25000000,11538204,15907411,-9092589
1828,tt2556874,Plastic,102.0,"Action,Comedy,Crime","Sep 26, 2014",10000000,0,575371,-9424629
1829,tt1376195,Gunless,89.0,"Action,Comedy,Drama","Apr 30, 2010",9900000,458054,458054,-9441946
1830,tt6404166,Original Sin,75.0,Comedy,"Aug 3, 2001",26000000,16521410,16521410,-9478590
1835,tt3553442,Whiskey Tango Foxtrot,112.0,"Biography,Comedy,Drama","Mar 4, 2016",35000000,23083334,25350747,-9649253
1838,tt1247667,High School,99.0,Comedy,"Jun 1, 2012",10000000,139034,248133,-9751867
1839,tt3202120,Barbecue,98.0,Comedy,"Dec 26, 2014",10000000,388,247565,-9752435
1840,tt7201846,Edmond,110.0,"Comedy,Drama,History","Jul 14, 2006",10000000,131719,241719,-9758281
1842,tt2113659,Elsa & Fred,93.0,"Comedy,Drama,Romance","Nov 7, 2014",10000000,67657,197901,-9802099
1846,tt4024312,Cursed,81.0,Comedy,"Feb 25, 2005",35000000,19294901,25114901,-9885099
1853,tt1194417,Casino Jack,108.0,"Biography,Comedy,Crime","Dec 17, 2010",12500000,2039869,2272186,-10227814
1862,tt3960412,Popstar: Never Stop Never Stopping,87.0,"Comedy,Music","Jun 3, 2016",20000000,9496130,9537120,-10462880
1866,tt1730687,Darling Companion,103.0,"Comedy,Drama,Romance","Apr 20, 2012",12000000,793352,1200346,-10799654
1873,tt1374989,Pride and Prejudice and Zombies,108.0,"Action,Comedy,Horror","Feb 5, 2016",28000000,10907291,16638300,-11361700
1875,tt1440161,A Little Bit of Heaven,106.0,"Comedy,Drama,Fantasy","May 4, 2012",12500000,10011,1100287,-11399713
1876,tt0810922,Take Me Home Tonight,97.0,"Comedy,Drama,Romance","Mar 4, 2011",19000000,6928068,7576604,-11423396
1880,tt1243974,Aloha,105.0,"Comedy,Drama,Romance","May 29, 2015",37000000,21052030,25387091,-11612909
1881,tt3164256,Rock the Kasbah,106.0,"Comedy,Music,War","Oct 23, 2015",15000000,3020665,3386153,-11613847
1885,tt5531336,Proof,,"Comedy,Mystery,Sci-Fi","Sep 16, 2005",20000000,7535331,8284331,-11715669
1886,tt6471464,Fateless,,Comedy,"Jan 6, 2006",12000000,196857,196857,-11803143
1894,tt7059806,Almost Famous,95.0,"Comedy,Drama,Family","Sep 15, 2000",60000000,32522352,47371191,-12628809
1901,tt1584131,The Last Godfather,100.0,"Comedy,Crime,Romance","Apr 1, 2011",13400000,164247,164247,-13235753
1917,tt6495770,Action Point,85.0,Comedy,"Jun 1, 2018",19000000,5059608,5103675,-13896325
1919,tt1013860,Dylan Dog: Dead of Night,107.0,"Action,Comedy,Crime","Apr 29, 2011",20000000,1186538,6093725,-13906275
1934,tt5721088,Just Getting Started,91.0,"Action,Comedy","Dec 8, 2017",22000000,6069605,6756412,-15243588
1940,tt1719676,Vamps,89.0,"Comedy,Horror,Thriller","Nov 2, 2012",16000000,3361,94812,-15905188
1964,tt0763831,A Thousand Words,91.0,"Comedy,Drama","Mar 9, 2012",40000000,18450127,20790486,-19209514
1965,tt1664697,Middle Men,82.0,"Action,Comedy,Crime","Aug 6, 2010",20000000,754301,754301,-19245699
1969,tt1274300,The Tempest,110.0,"Comedy,Drama,Fantasy","Dec 10, 2010",20000000,277943,277943,-19722057
1974,tt1946502,UglyDolls,87.0,"Adventure,Animation,Comedy","May 3, 2019",45000000,19894664,24644664,-20355336
1978,tt1423894,Barney's Version,134.0,"Comedy,Drama","Jan 14, 2011",30000000,7502560,8845575,-21154425
1991,tt2980210,A Hologram for the King,98.0,"Comedy,Drama,Romance","Apr 22, 2016",35000000,4212494,11846010,-23153990
1994,tt0376136,The Rum Diary,119.0,"Comedy,Drama","Oct 28, 2011",45000000,13109815,21544732,-23455268
2000,tt1240982,Your Highness,102.0,"Adventure,Comedy,Fantasy","Apr 8, 2011",50000000,21596445,26121638,-23878362
2003,tt9201248,What Just Happened,96.0,Comedy,"Oct 17, 2008",27000000,1090947,2412123,-24587877
2004,tt1125929,Love Ranch,117.0,"Biography,Comedy,Drama","Jun 30, 2010",25000000,137885,146149,-24853851
2005,tt4971344,The Sisters Brothers,122.0,"Adventure,Comedy,Crime","Sep 21, 2018",38000000,3143056,13143056,-24856944
2007,tt2425486,Gloria,110.0,"Comedy,Drama,Romance","Jan 22, 1999",30000000,4167493,4967493,-25032507
2008,tt7097350,Kiss of Death,124.0,"Comedy,Drama","Apr 21, 1995",40000000,14942422,14942422,-25057578
2010,tt1137470,Accidental Love,100.0,"Comedy,Romance","Mar 17, 2015",26000000,0,135436,-25864564
2020,tt3045616,Mortdecai,107.0,"Action,Comedy,Crime","Jan 23, 2015",60000000,7696134,30396134,-29603866
2026,tt2788710,The Interview,112.0,Comedy,"Feb 6, 2014",44000000,6105175,12342632,-31657368
2028,tt3289724,Welcome to Marwen,116.0,"Biography,Comedy,Drama","Dec 21, 2018",45000000,10763520,12874922,-32125078
2030,tt1981107,The Young and Prodigious T.S. Spivet,105.0,"Action,Adventure,Comedy","Jul 31, 2015",33000000,176847,357687,-32642313
2031,tt1817771,Freaks of Nature,92.0,"Comedy,Horror,Sci-Fi","Oct 30, 2015",33000000,70958,70958,-32929042
2032,tt1540128,Playing for Keeps,105.0,"Comedy,Romance,Sport","Oct 3, 1986",35000000,2000000,2000000,-33000000
2033,tt1053810,The Big Year,100.0,Comedy,"Oct 14, 2011",41000000,7204138,7684524,-33315476
2036,tt3485166,Pirates,130.0,"Action,Adventure,Comedy","Jul 1, 1986",40000000,1641825,6341825,-33658175
2043,tt2822672,Rock Dog,90.0,"Adventure,Animation,Comedy","Feb 24, 2017",60000000,9420546,24148488,-35851512
2055,tt0249516,Foodfight!,91.0,"Action,Animation,Comedy","Dec 31, 2012",45000000,0,73706,-44926294
2058,tt4722990,Last Man Standing,,Comedy,"Sep 20, 1996",67000000,18115927,18115927,-48884073
2059,tt1727261,Father's Day,99.0,"Action,Comedy,Horror","May 9, 1997",85000000,28681080,35681080,-49318920
2061,tt0790736,R.I.P.D.,96.0,"Action,Adventure,Comedy","Jul 19, 2013",130000000,33618855,79076678,-50923322
2064,tt2352432,Stealth,51.0,"Action,Comedy","Jul 29, 2005",138000000,32116746,76416746,-61583254
2065,tt3095734,Monster Trucks,104.0,"Action,Adventure,Comedy","Jan 13, 2017",125000000,33370166,61642798,-63357202
2068,tt2283336,Men in Black: International,115.0,"Action,Adventure,Comedy","Jun 14, 2019",110000000,3100000,3100000,-106900000
