,tconst,primary_title,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,total_profit
676,tt6149830,Identity,75.0,Drama,"Apr 25, 2003",28000000,52131264,82183683,54183683
678,tt2091436,The Gift,54.0,"Drama,Romance","Aug 7, 2015",5000000,43787265,58978477,53978477
679,tt3303730,Obsessed,132.0,Drama,"Apr 24, 2009",20000000,68261644,73964713,53964713
681,tt4361256,Witness,60.0,Drama,"Feb 8, 1985",12000000,65532576,65532576,53532576
683,tt7442358,Devil,89.0,Drama,"Sep 17, 2010",10000000,33679655,63354114,53354114
684,tt1065073,Boyhood,165.0,Drama,"Jul 11, 2014",4000000,25379975,57273049,53273049
685,tt1748122,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama","May 25, 2012",16000000,45512466,68848446,52848446
688,tt4795124,How to Be a Latin Lover,115.0,"Comedy,Drama","Apr 28, 2017",10000000,32149404,62556228,52556228
689,tt1939659,Carrie,100.0,"Drama,Horror","Oct 18, 2013",30000000,35266619,82409520,52409520
690,tt0892318,Letters to Juliet,105.0,"Adventure,Comedy,Drama","May 14, 2010",30000000,53032453,82148538,52148538
694,tt5001718,"Everything, Everything",96.0,"Drama,Romance","May 19, 2017",10000000,34121140,61603136,51603136
697,tt3184798,Brooklyn,83.0,"Drama,Music,Musical","Nov 4, 2015",11000000,38322743,62076141,51076141
698,tt1586265,What to Expect When You're Expecting,110.0,"Comedy,Drama,Romance","May 18, 2012",37500000,41152203,88473016,50973016
702,tt1259528,Den of Thieves,140.0,"Action,Crime,Drama","Jan 19, 2018",30000000,44947622,80131391,50131391
707,tt1616195,J. Edgar,137.0,"Biography,Crime,Drama","Nov 9, 2011",35000000,37306030,84606030,49606030
708,tt8259618,Serendipity,107.0,Drama,"Oct 5, 2001",28000000,50255310,77477297,49477297
709,tt4163946,Snow Day,60.0,"Action,Documentary,Drama","Feb 11, 2000",13000000,60008303,62452927,49452927
711,tt4682786,Collateral Beauty,97.0,"Drama,Romance","Dec 16, 2016",36000000,31016021,85309093,49309093
712,tt1967669,Tag,91.0,Drama,"Jun 15, 2018",28000000,54730625,77026186,49026186
713,tt5462602,The Big Sick,120.0,"Comedy,Drama,Romance","Jun 23, 2017",5000000,42872467,53972860,48972860
714,tt3210686,Son of God,138.0,"Biography,Drama,History","Feb 28, 2014",22000000,59700064,70949793,48949793
715,tt4244998,Alpha,96.0,"Adventure,Drama,Family","Aug 17, 2018",51000000,35851379,99624873,48624873
716,tt2387559,Delivery Man,105.0,"Comedy,Drama","Nov 22, 2013",22000000,30659817,70536870,48536870
718,tt2466604,Sky High,70.0,"Adventure,Documentary,Drama","Jul 29, 2005",35000000,63939454,83109359,48109359
719,tt1706620,Snowpiercer,126.0,"Action,Drama,Sci-Fi","Jun 27, 2014",40000000,4563029,88069880,48069880
720,tt1440728,The American,105.0,"Crime,Drama,Thriller","Sep 1, 2010",20000000,35606376,67950723,47950723
723,tt2126357,Second Act,103.0,"Comedy,Drama,Romance","Dec 21, 2018",15700000,39282227,63288854,47588854
724,tt2404425,Woman in Gold,109.0,"Biography,Drama,History","Apr 1, 2015",11000000,33307793,58586407,47586407
726,tt1189340,The Lincoln Lawyer,118.0,"Crime,Drama,Thriller","Mar 18, 2011",40000000,58009200,87145086,47145086
727,tt4706692,Exit Wounds,11.0,"Documentary,Drama,War","Mar 16, 2001",33000000,51758599,79958599,46958599
729,tt1020072,Selma,128.0,"Biography,Drama,History","Jan 9, 2015",20000000,52076908,66776576,46776576
732,tt7501058,Ordinary People,91.0,Drama,"Sep 19, 1980",6000000,52302978,52302978,46302978
736,tt2193215,The Counselor,117.0,"Crime,Drama,Thriller","Oct 25, 2013",25000000,16973715,71009334,46009334
737,tt1355683,Black Mass,123.0,"Biography,Crime,Drama","Sep 18, 2015",53000000,62575678,98837872,45837872
739,tt7137846,Breaking In,88.0,"Action,Crime,Drama","May 11, 2018",6000000,46840590,51411620,45411620
740,tt1213641,First Man,141.0,"Biography,Drama,History","Oct 12, 2018",60000000,44936545,105203825,45203825
741,tt1441951,Quartet,94.0,"Comedy,Drama","Jan 11, 2013",11000000,18388357,56178935,45178935
742,tt7694546,Beowulf,80.0,"Action,Drama,Fantasy","Nov 16, 2007",150000000,82280579,195080579,45080579
744,tt2357461,Honey,96.0,Drama,"Dec 5, 2003",18000000,30272254,62646763,44646763
745,tt8383596,Stand by Me,91.0,Drama,"Aug 8, 1986",8000000,52287414,52287414,44287414
746,tt1563738,One Day,107.0,"Drama,Romance","Aug 19, 2011",15000000,13843771,59168692,44168692
748,tt1321870,Gangster Squad,113.0,"Action,Crime,Drama","Jan 11, 2013",60000000,46000903,104100903,44100903
749,tt1737256,The Island,95.0,"Drama,Romance","Jul 22, 2005",120000000,35818913,163018913,43018913
750,tt2948840,Life,111.0,"Biography,Drama","Mar 24, 2017",58000000,30234022,100929666,42929666
751,tt0882977,Snitch,112.0,"Action,Drama,Thriller","Feb 22, 2013",15000000,42930462,57907734,42907734
753,tt5580036,"I, Tonya",120.0,"Biography,Comedy,Drama","Dec 8, 2017",11000000,30014534,53797409,42797409
755,tt1855199,End of Watch,109.0,"Action,Crime,Drama","Sep 21, 2012",15000000,41003371,57586606,42586606
756,tt2178470,Yeh Jawaani Hai Deewani,160.0,"Comedy,Drama,Musical","May 31, 2013",8300000,3827466,50827466,42527466
757,tt3862750,The Perfect Guy,100.0,"Crime,Drama,Horror","Sep 11, 2015",18000000,57027435,60278166,42278166
759,tt1542344,127 Hours,94.0,"Adventure,Biography,Drama","Nov 5, 2010",18000000,18335230,60217171,42217171
760,tt0475290,"Hail, Caesar!",106.0,"Comedy,Drama,Music","Feb 5, 2016",22000000,30080225,64160680,42160680
762,tt2170593,St. Vincent,102.0,"Comedy,Drama","Oct 10, 2014",13000000,44137712,54837234,41837234
763,tt2872718,Nightcrawler,117.0,"Crime,Drama,Thriller","Oct 31, 2014",8500000,32381218,50334418,41834418
767,tt0435651,The Giver,97.0,"Drama,Romance,Sci-Fi","Aug 15, 2014",25000000,45090374,66540205,41540205
768,tt2224349,My Girl,,Drama,"Nov 27, 1991",16500000,58011485,58011485,41511485
771,tt1465490,Joy,75.0,Drama,"Dec 25, 2015",60000000,56451232,101134059,41134059
772,tt2011159,No Good Deed,84.0,"Action,Crime,Drama","Sep 12, 2014",13200000,52543632,54323210,41123210
773,tt5052474,Sicario: Day of the Soldado,122.0,"Action,Crime,Drama","Jun 29, 2018",35000000,50065850,75885196,40885196
774,tt1072748,Winchester,99.0,"Biography,Drama,Fantasy","Feb 2, 2018",3500000,25091816,44378040,40878040
775,tt1391137,Why Did I Get Married Too?,121.0,"Comedy,Drama,Romance","Apr 2, 2010",20000000,60095852,60831067,40831067
777,tt4999290,Remember Me,,"Comedy,Drama,Romance","Mar 12, 2010",16000000,19068240,56506120,40506120
778,tt2671706,Fences,139.0,Drama,"Dec 16, 2016",24000000,57682904,64282881,40282881
785,tt6760504,Sea of Love,47.0,"Drama,Mystery,Romance","Sep 15, 1989",19000000,58571513,58571513,39571513
787,tt1655441,The Age of Adaline,112.0,"Drama,Fantasy,Romance","Apr 24, 2015",30000000,42629776,68984536,38984536
790,tt3581652,West Side Story,,"Crime,Drama,Musical","Oct 18, 1961",6000000,43700000,43700000,37700000
792,tt1615065,Savages,131.0,"Crime,Drama,Thriller","Jul 6, 2012",45000000,47323100,82513490,37513490
798,tt1458175,The Next Three Days,133.0,"Action,Crime,Drama","Nov 19, 2010",30000000,21148651,67255916,37255916
799,tt1582507,House at the End of the Street,101.0,"Drama,Horror,Thriller","Sep 21, 2012",6900000,31611916,44103982,37203982
805,tt2053463,Side Effects,106.0,"Crime,Drama,Mystery","Feb 8, 2013",30000000,32172757,66742138,36742138
806,tt3316960,Still Alice,101.0,Drama,"Jan 16, 2015",5000000,18656400,41699612,36699612
808,tt1265990,The Roommate,91.0,"Drama,Thriller","Feb 4, 2011",16000000,37300107,52545707,36545707
810,tt3722070,The Lady in the Van,104.0,"Biography,Comedy,Drama","Jan 15, 2016",6000000,10021175,42320503,36320503
811,tt2005151,War Dogs,114.0,"Comedy,Crime,Drama","Aug 19, 2016",50000000,43034523,86234503,36234503
812,tt1413492,12 Strong,130.0,"Action,Drama,History","Jan 19, 2018",35000000,45819713,71118378,36118378
813,tt2229499,Don Jon,90.0,"Comedy,Drama,Romance","Sep 27, 2013",5500000,24477704,41268579,35768579
814,tt1826727,Life of the Party,84.0,"Comedy,Drama","May 11, 2018",30000000,53059911,65759911,35759911
816,tt2582802,Whiplash,106.0,"Drama,Music","Oct 10, 2014",3300000,13092006,38969037,35669037
818,tt1586713,Burlesque,,Drama,"Nov 24, 2010",55000000,39440655,90552675,35552675
821,tt0993842,Hanna,111.0,"Action,Drama,Thriller","Apr 8, 2011",30000000,40259119,65343694,35343694
822,tt2039338,Flatliners,109.0,"Drama,Horror,Mystery","Aug 10, 1990",26000000,61308153,61308153,35308153
827,tt3281548,Little Women,,"Drama,Romance","Dec 21, 1994",15000000,50003303,50003303,35003303
828,tt2607640,Fortress,70.0,"Documentary,Drama,News","Sep 3, 1993",12000000,6730578,46730578,34730578
829,tt3628584,Barbershop: The Next Cut,111.0,"Comedy,Drama","Apr 15, 2016",20000000,54030051,54404202,34404202
831,tt0365907,A Walk Among the Tombstones,114.0,"Action,Crime,Drama","Sep 19, 2014",28000000,26017685,62108587,34108587
833,tt4218572,Widows,129.0,"Crime,Drama,Thriller","Nov 16, 2018",40000000,42402632,73866088,33866088
839,tt2385003,Assassins,84.0,"Action,Drama,Thriller","Oct 6, 1995",50000000,30306268,83306268,33306268
840,tt1630036,Courageous,129.0,Drama,"Sep 30, 2011",2000000,34522221,35185884,33185884
841,tt1657507,Colombiana,108.0,"Action,Drama,Thriller","Aug 26, 2011",40000000,36665854,72295262,32295262
842,tt0842926,The Kids Are All Right,106.0,"Comedy,Drama,Romance","Jul 9, 2010",4000000,20811365,36275469,32275469
844,tt1817273,The Place Beyond the Pines,140.0,"Crime,Drama,Thriller","Mar 29, 2013",15000000,21403519,47011449,32011449
847,tt1583420,Larry Crowne,98.0,"Comedy,Drama,Romance","Jul 1, 2011",30000000,35608245,61449135,31449135
850,tt4064912,Shine,95.0,"Drama,Music","Nov 22, 1996",5500000,35811509,36672493,31172493
851,tt1640484,Jumping the Broom,112.0,"Comedy,Drama","May 6, 2011",7000000,37295394,38158601,31158601
852,tt1799516,Benji,87.0,"Crime,Drama,Family","Nov 15, 1974",500000,31559560,31559560,31059560
853,tt2402927,Carol,118.0,"Drama,Romance","Nov 20, 2015",11800000,12711491,42843521,31043521
855,tt0889573,The Switch,101.0,"Comedy,Drama,Romance","Aug 20, 2010",19000000,27758465,49858465,30858465
859,tt3258802,The Game,,Drama,"Sep 12, 1997",50000000,48265581,80369970,30369970
861,tt7186036,Volcano,104.0,"Comedy,Drama","Apr 25, 1997",90000000,47546796,120100000,30100000
862,tt0491152,Something Borrowed,112.0,"Comedy,Drama,Romance","May 6, 2011",35000000,39046489,65084116,30084116
865,tt4481414,Gifted,101.0,Drama,"Apr 7, 2017",7000000,24801212,36964656,29964656
868,tt1661382,Grudge Match,113.0,"Comedy,Drama,Sport","Dec 25, 2013",40000000,29807260,69807260,29807260
869,tt2726560,The Longest Ride,123.0,"Drama,Romance","Apr 10, 2015",34000000,37446117,63802928,29802928
871,tt4767526,Coming Home,88.0,Drama,"Jan 1, 1978",3000000,32653000,32653000,29653000
874,tt1787759,Madea's Big Happy Family,106.0,"Comedy,Drama","Apr 22, 2011",25000000,53345287,54160818,29160818
875,tt1596346,Soul Surfer,112.0,"Biography,Drama,Family","Apr 8, 2011",18000000,43853424,47158652,29158652
881,tt2952692,State of Play,87.0,"Documentary,Drama,Sport","Apr 17, 2009",60000000,37017955,88832210,28832210
882,tt2097298,"McFarland, USA",129.0,"Biography,Drama,Sport","Feb 20, 2015",17000000,44480275,45707924,28707924
884,tt1371111,Cloud Atlas,172.0,"Action,Drama,Mystery","Oct 26, 2012",102000000,27108272,130673154,28673154
888,tt1921064,Pompeii,105.0,"Action,Adventure,Drama","Feb 21, 2014",80000000,23169033,108469033,28469033
895,tt1619029,Jackie,100.0,"Biography,Drama,History","Dec 2, 2016",9000000,13960394,36588512,27588512
898,tt1602620,Amour,127.0,"Drama,Romance","Dec 19, 2012",9700000,6738954,36787044,27087044
899,tt4136084,Florence Foster Jenkins,111.0,"Biography,Comedy,Drama","Aug 12, 2016",29000000,27383770,56000339,27000339
901,tt6850820,Peppermint,101.0,"Action,Crime,Drama","Sep 7, 2018",25000000,35418723,51800758,26800758
903,tt6063050,Acrimony,120.0,"Drama,Romance,Thriller","Mar 30, 2018",20000000,43549096,46627836,26627836
904,tt2698966,The Debt,99.0,"Drama,Mystery,Thriller","Aug 31, 2011",20000000,31177548,46604054,26604054
905,tt3488710,The Walk,123.0,"Adventure,Biography,Drama","Sep 30, 2015",35000000,10161183,61492104,26492104
906,tt3231054,Risen,107.0,"Action,Adventure,Drama","Feb 19, 2016",20000000,36880033,46255763,26255763
907,tt2101441,Spring Breakers,94.0,"Comedy,Crime,Drama","Mar 15, 2013",5000000,14124286,31149251,26149251
909,tt6802308,The 15:17 to Paris,94.0,"Biography,Drama,Thriller","Feb 9, 2018",30000000,36276286,56096200,26096200
912,tt1322269,August: Osage County,121.0,"Comedy,Drama","Dec 25, 2013",25000000,37738810,50738810,25738810
913,tt2582782,Hell or High Water,102.0,"Action,Crime,Drama","Aug 12, 2016",12000000,27007844,37584304,25584304
914,tt4649416,Almost Christmas,111.0,"Comedy,Drama","Nov 11, 2016",17000000,42065185,42493506,25493506
915,tt2357129,Jobs,128.0,"Biography,Drama","Aug 16, 2013",18000000,16131410,43402515,25402515
916,tt1028576,Secretariat,123.0,"Biography,Drama,Family","Oct 8, 2010",35000000,59699513,60376247,25376247
917,tt0470752,Ex Machina,108.0,"Drama,Mystery,Sci-Fi","Apr 10, 2015",13000000,25440971,38358392,25358392
918,tt1742044,Jersey Boys,134.0,"Biography,Drama,Music","Jun 20, 2014",40000000,47047013,65282732,25282732
919,tt1798709,Her,126.0,"Drama,Romance,Sci-Fi","Jan 10, 2014",23000000,25568251,48163815,25163815
924,tt1754656,The Little Prince,108.0,"Adventure,Animation,Drama","Feb 12, 2016",77500000,1311213,102028919,24528919
927,tt7379226,Awake,84.0,Drama,"Nov 30, 2007",8600000,14373825,32968648,24368648
929,tt1655420,My Week with Marilyn,99.0,"Biography,Drama","Nov 23, 2011",10000000,14597405,34240572,24240572
935,tt10152772,Cobra,,Drama,"May 23, 1986",25000000,49042224,49042224,24042224
937,tt1764183,Arbitrage,107.0,"Drama,Thriller","Sep 14, 2012",12000000,7919574,35830713,23830713
939,tt4030600,The Bye Bye Man,96.0,"Drama,Fantasy,Horror","Jan 13, 2017",7400000,22395806,31187727,23787727
940,tt1691149,Saving Grace,85.0,"Crime,Drama,Horror","Aug 4, 2000",4000000,12178602,27786849,23786849
944,tt3170832,Room,118.0,"Drama,Thriller","Oct 16, 2015",13000000,14677674,36262783,23262783
945,tt3623726,Ricki and the Flash,101.0,"Comedy,Drama,Music","Aug 7, 2015",18000000,26839498,41166033,23166033
948,tt2168766,Adrift,,Drama,"Jun 1, 2018",35000000,31445011,57897191,22897191
950,tt1226273,Edge of Darkness,117.0,"Crime,Drama,Mystery","Jan 29, 2010",60000000,43313890,82812456,22812456
951,tt4287320,The Circle,110.0,"Drama,Sci-Fi,Thriller","Apr 28, 2017",18000000,20497844,40651864,22651864
954,tt2057392,Eye in the Sky,102.0,"Drama,Thriller,War","Mar 11, 2016",13000000,18704596,35402802,22402802
955,tt2121286,Home Again,104.0,Drama,"Sep 8, 2017",15000000,27020284,37336874,22336874
958,tt1083452,Eddie the Eagle,106.0,"Biography,Comedy,Drama","Feb 26, 2016",23000000,15789389,45060480,22060480
959,tt2042568,Inside Llewyn Davis,104.0,"Drama,Music","Dec 6, 2013",11000000,13248209,32943247,21943247
961,tt1727388,The Way Way Back,103.0,"Comedy,Drama","Jul 5, 2013",5000000,21502690,26853810,21853810
962,tt2978462,Dolphin Tale 2,107.0,"Drama,Family","Sep 12, 2014",36000000,42024533,57824533,21824533
963,tt4768504,Quo Vadis?,45.0,"Drama,Romance","Feb 23, 1951",8250000,30000000,30028513,21778513
964,tt1555069,Mary Queen of Scots,119.0,"Biography,Drama,History","Dec 7, 2018",25000000,16468499,46734733,21734733
965,tt2514592,Mud,105.0,Drama,"Apr 26, 2013",10000000,21590086,31556959,21556959
968,tt2125435,Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy","Jun 27, 2012",1800000,12795746,23265132,21465132
969,tt2034139,The Last Exorcism Part II,88.0,"Drama,Horror,Thriller","Mar 1, 2013",4000000,15179303,25448707,21448707
970,tt4698684,Hunt for the Wilderpeople,101.0,"Adventure,Comedy,Drama","Jun 24, 2016",2500000,5205471,23845533,21345533
974,tt5161028,The Family,106.0,"Documentary,Drama","Sep 13, 2013",30000000,36918811,51078541,21078541
975,tt1972571,A Most Wanted Man,122.0,"Crime,Drama,Thriller","Jul 25, 2014",15000000,17237855,36068890,21068890
976,tt1152398,Beastly,86.0,"Drama,Fantasy,Romance","Mar 4, 2011",17000000,27865571,38028230,21028230
977,tt2436386,Project Almanac,106.0,"Drama,Mystery,Sci-Fi","Jan 30, 2015",12000000,22348241,32909437,20909437
979,tt1637706,Our Idiot Brother,90.0,"Comedy,Drama","Aug 26, 2011",5000000,24814830,25861249,20861249
980,tt1389139,When the Bough Breaks,107.0,"Crime,Drama,Horror","Sep 9, 2016",10000000,29747603,30768449,20768449
982,tt3253430,Waitress,,Drama,"May 2, 2007",1500000,19097550,22217183,20717183
984,tt2071441,Dangerous Liaisons,110.0,"Drama,Mystery,Romance","Dec 21, 1988",14000000,34700000,34700000,20700000
987,tt1139328,The Ghost Writer,128.0,"Drama,Mystery,Thriller","Feb 19, 2010",45000000,15541549,65532491,20532491
988,tt7388562,"Paul, Apostle of Christ",108.0,"Adventure,Biography,Drama","Mar 23, 2018",5000000,17547999,25529498,20529498
989,tt2675102,Brown Sugar,120.0,Drama,"Oct 11, 2002",8000000,27362712,28315272,20315272
990,tt2209418,Before Midnight,109.0,"Drama,Romance","May 24, 2013",3000000,8110621,23251930,20251930
992,tt1659337,The Perks of Being a Wallflower,103.0,Drama,"Sep 21, 2012",13000000,17742948,33069303,20069303
993,tt3077214,Suffragette,106.0,"Biography,Drama,History","Oct 23, 2015",14000000,4702420,34044909,20044909
994,tt2554274,Crimson Peak,119.0,"Drama,Fantasy,Horror","Oct 16, 2015",55000000,31090320,74966854,19966854
995,tt5057746,Network,140.0,"Drama,Thriller","Jan 1, 1976",3800000,23689877,23689877,19889877
997,tt1126618,Morning Glory,107.0,"Comedy,Drama,Romance","Nov 10, 2010",40000000,31011732,59795070,19795070
999,tt5566714,Hawaii,116.0,Drama,"Oct 10, 1966",15000000,34562222,34562222,19562222
1003,tt1182350,You Will Meet a Tall Dark Stranger,98.0,"Comedy,Drama,Romance","Sep 22, 2010",15000000,3247816,34247816,19247816
1005,tt6314294,Brothers,93.0,Drama,"Dec 4, 2009",26000000,28544157,45043870,19043870
1009,tt3499096,Race,134.0,"Biography,Drama,Sport","Feb 19, 2016",5000000,19115191,23745772,18745772
1010,tt3521126,The Disaster Artist,104.0,"Biography,Comedy,Drama","Dec 1, 2017",10000000,21120616,28717667,18717667
1012,tt1137450,Death Wish,107.0,"Action,Crime,Drama","Mar 2, 2018",30000000,34017028,48575965,18575965
1015,tt4291590,Evolution,81.0,"Drama,Mystery,Sci-Fi","Jun 8, 2001",80000000,38311134,98341932,18341932
1016,tt8774508,The Last Stand,93.0,Drama,"Jan 18, 2013",30000000,12050299,48330757,18330757
1020,tt4669788,On the Basis of Sex,120.0,"Biography,Drama","Dec 25, 2018",20000000,24622687,38073377,18073377
1024,tt2390361,Enough Said,93.0,"Comedy,Drama,Romance","Sep 18, 2013",8000000,17550872,25621449,17621449
1027,tt3555036,Legend,168.0,"Action,Drama","Nov 20, 2015",25000000,1872994,42425450,17425450
1028,tt1126590,Big Eyes,106.0,"Biography,Crime,Drama","Dec 25, 2014",10000000,14482031,27317872,17317872
1029,tt9109976,Psycho,,"Drama,Thriller","Dec 4, 1998",20000000,21541218,37226218,17226218
1032,tt1615147,Margin Call,107.0,"Drama,Thriller","Oct 21, 2011",3400000,5353586,20433227,17033227
1033,tt1405500,For Colored Girls,133.0,Drama,"Nov 5, 2010",21000000,37729698,38017873,17017873
1035,tt2199571,Run All Night,114.0,"Action,Drama,Thriller","Mar 13, 2015",50000000,26461644,66961644,16961644
1036,tt4607118,Burnt,,"Comedy,Drama","Oct 30, 2015",20000000,13651946,36773510,16773510
1037,tt2334649,Fruitvale Station,85.0,"Biography,Drama,Romance","Jul 12, 2013",900000,16098998,17549645,16649645
1038,tt2927802,Superstar,,Drama,"Oct 8, 1999",14000000,30628981,30628981,16628981
1046,tt1931435,The Big Wedding,89.0,"Comedy,Drama,Romance","Apr 26, 2013",32500000,21819348,48425971,15925971
1048,tt10065960,Snatched,11.0,Drama,"May 12, 2017",42000000,45852178,57852177,15852177
1051,tt2033424,The Outsiders,110.0,Drama,"Mar 25, 1983",10000000,25697647,25697647,15697647
1052,tt4105466,War,106.0,Drama,"Aug 24, 2007",25000000,22486409,40686409,15686409
1053,tt1120985,Blue Valentine,112.0,"Drama,Romance","Dec 29, 2010",1000000,9737892,16566240,15566240
1055,tt2296697,Concussion,96.0,Drama,"Dec 25, 2015",35000000,34531832,50363790,15363790
1057,tt5439796,Logan Lucky,118.0,"Comedy,Crime,Drama","Aug 18, 2017",29000000,27778642,44264271,15264271
1058,tt1462769,The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family","Aug 15, 2012",40000000,51853450,55249159,15249159
1061,tt1883160,The Visitor,70.0,"Drama,Romance","Apr 11, 2008",4000000,9427026,19174817,15174817
1063,tt2247476,When the Game Stands Tall,115.0,"Drama,Family,Sport","Aug 22, 2014",15000000,30127963,30138912,15138912
1065,tt1972779,The Best of Me,118.0,"Drama,Romance","Oct 17, 2014",26000000,26766213,41059418,15059418
1069,tt2318092,Endless Love,104.0,"Drama,Romance","Feb 14, 2014",20000000,23438250,34718173,14718173
1070,tt1876451,Sparkle,116.0,"Drama,Music","Aug 17, 2012",10000000,24397469,24660323,14660323
1071,tt1767382,Silent House,86.0,"Drama,Horror,Mystery","Mar 9, 2012",2000000,12739737,16610760,14610760
1072,tt1651918,Nighthawks,102.0,Drama,"Apr 10, 1981",5000000,14600000,19600000,14600000
1073,tt2651158,Much Ado About Nothing,167.0,"Comedy,Drama","May 7, 1993",8000000,22549338,22549338,14549338
1077,tt3252624,The Watcher,75.0,Drama,"Sep 8, 2000",33000000,28946615,47267829,14267829
1078,tt1647668,Million Dollar Arm,124.0,"Biography,Drama,Sport","May 16, 2014",25000000,36447959,39217912,14217912
1080,tt1399683,Winter's Bone,100.0,"Drama,Mystery","Jun 11, 2010",2000000,6531503,16131551,14131551
1083,tt1034389,The Eagle,114.0,"Action,Adventure,Drama","Feb 11, 2011",25000000,19490041,38993548,13993548
1084,tt1691916,Before I Fall,98.0,"Drama,Fantasy,Mystery","Mar 3, 2017",5000000,12241072,18945682,13945682
1086,tt3009444,Shame,90.0,Drama,"Dec 2, 2011",6500000,4002293,20412841,13912841
1088,tt1661420,Polisse,127.0,"Crime,Drama","May 18, 2012",8900000,176988,22744132,13844132
1093,tt1537401,Leap Year,94.0,"Drama,Romance","Jan 8, 2010",19000000,25918920,32618920,13618920
1094,tt4955062,Jack,97.0,"Crime,Drama","Aug 9, 1996",45000000,58617334,58617334,13617334
1097,tt6739824,Upgrade,,Drama,"Jun 1, 2018",3000000,11977130,16553285,13553285
1099,tt3464902,The Lobster,119.0,"Comedy,Drama,Romance","Mar 25, 2016",4500000,9196278,18019834,13519834
1100,tt1506999,Haywire,93.0,"Action,Drama,Thriller","Jan 20, 2012",23000000,18942396,36374700,13374700
1101,tt3640424,Allied,124.0,"Action,Drama,Romance","Nov 23, 2016",106000000,40098064,119266661,13266661
1105,tt2883434,Black or White,121.0,Drama,"Jan 30, 2015",9000000,21571189,21971021,12971021
1106,tt8382238,Enough,,Drama,"May 24, 2002",38000000,39177215,50970660,12970660
1110,tt4103724,Forever My Girl,108.0,"Drama,Music,Romance","Jan 19, 2018",3500000,16376066,16376066,12876066
1112,tt4572514,Patriots Day,133.0,"Action,Crime,Drama","Dec 21, 2016",40000000,31886361,52837989,12837989
1113,tt1821549,Nebraska,115.0,"Adventure,Comedy,Drama","Nov 15, 2013",12000000,17654912,24761360,12761360
1114,tt7153766,Unsane,98.0,"Drama,Horror,Mystery","Mar 23, 2018",1500000,7690044,14244931,12744931
1115,tt8325050,Baby Boy,,Drama,"Jun 27, 2001",16000000,28734552,28734552,12734552
1116,tt2718492,Ida,82.0,Drama,"May 2, 2014",2600000,3827060,15298355,12698355
1117,tt5152894,Mommy,135.0,Drama,"Jan 23, 2015",4900000,3498695,17536004,12636004
1119,tt1741273,Secret in Their Eyes,111.0,"Crime,Drama,Mystery","Nov 20, 2015",20000000,20180155,32608019,12608019
1123,tt5797456,Melancholia,75.0,"Drama,Mystery,Romance","Nov 11, 2011",9400000,3030848,21817298,12417298
1124,tt7014006,Eighth Grade,93.0,"Comedy,Drama","Jul 13, 2018",2000000,13539710,14341016,12341016
1125,tt2910904,The Dressmaker,119.0,"Comedy,Drama","Sep 23, 2016",11900000,2022115,24041617,12141617
1127,tt9024106,Unplanned,106.0,"Biography,Drama","Mar 29, 2019",6000000,18107621,18107621,12107621
1128,tt5580266,The Hate U Give,133.0,"Crime,Drama","Oct 5, 2018",23000000,29719483,35067665,12067665
1130,tt3508808,Another Year,107.0,"Drama,Romance","Dec 29, 2010",8000000,3205706,20005613,12005613
1131,tt4056738,Do You Believe?,120.0,Drama,"Mar 20, 2015",2300000,12985600,14304931,12004931
1134,tt1433108,Faster,98.0,"Action,Crime,Drama","Nov 24, 2010",24000000,23240020,35792945,11792945
1135,tt7106782,The Namesake,77.0,Drama,"Mar 9, 2007",8500000,13610521,20288774,11788774
1138,tt5322012,Wish Upon,90.0,"Drama,Fantasy,Horror","Jul 14, 2017",12000000,14301505,23477345,11477345
1139,tt9392082,Magnolia,49.0,"Drama,Music","Dec 17, 1999",37000000,22450975,48446802,11446802
1140,tt1673697,The Sapphires,103.0,"Biography,Comedy,Drama","Mar 22, 2013",9000000,2450867,20395040,11395040
1141,tt3850214,Dope,103.0,"Comedy,Crime,Drama","Jun 19, 2015",7000000,17506470,18190831,11190831
1142,tt2473794,Mr. Turner,150.0,"Biography,Drama,History","Dec 19, 2014",14000000,3958546,25187026,11187026
1143,tt1532503,Beginners,105.0,"Comedy,Drama,Romance","Jun 3, 2011",3200000,5790894,14314407,11114407
1144,tt3312830,Youth,124.0,"Comedy,Drama,Music","Dec 4, 2015",13000000,2703296,24001573,11001573
1145,tt2172934,3 Days to Kill,117.0,"Action,Drama,Thriller","Feb 21, 2014",28000000,30697999,38959900,10959900
1146,tt4196450,The Birth of a Nation,120.0,"Biography,Drama,History","Feb 8, 1915",110000,10000000,11000000,10890000
1147,tt6266538,Vice,132.0,"Biography,Comedy,Drama","Dec 25, 2018",60000000,47836282,70883171,10883171
1149,tt1625346,Young Adult,94.0,"Comedy,Drama","Dec 9, 2011",12000000,16311571,22750356,10750356
1152,tt2350496,The Lunchbox,104.0,"Drama,Romance","Feb 28, 2014",1700000,4231500,12231500,10531500
1154,tt1866249,The Sessions,95.0,"Biography,Comedy,Drama","Oct 19, 2012",1000000,6002451,11495204,10495204
1156,tt1840417,The Words,102.0,"Drama,Mystery,Romance","Sep 7, 2012",6000000,11494838,16369708,10369708
