,tconst,primary_title,runtime_minutes,genres,release_date,production_budget,domestic_gross,worldwide_gross,total_profit
1157,tt3264438,She's the One,110.0,"Drama,Romance","Aug 23, 1996",3500000,9482579,13795053,10295053
1158,tt1559547,Beautiful Creatures,124.0,"Drama,Fantasy,Romance","Feb 14, 2013",50000000,19452138,60282876,10282876
1162,tt1878870,The Edge of Seventeen,104.0,"Comedy,Drama","Nov 18, 2016",9000000,14431633,19096003,10096003
1163,tt1421051,Somewhere,97.0,"Comedy,Drama","Dec 22, 2010",7000000,1785645,17023121,10023121
1166,tt4550098,Nocturnal Animals,116.0,"Drama,Thriller","Nov 18, 2016",22500000,10663357,32398681,9898681
1167,tt1666185,All Eyez on Me,139.0,"Biography,Drama,Music","Jun 16, 2017",45000000,44922302,54876855,9876855
1168,tt3257168,Shorts,95.0,Drama,"Aug 21, 2009",20000000,20919166,29870801,9870801
1170,tt4161036,Pulse,84.0,"Drama,Fantasy,Sci-Fi","Aug 11, 2006",20500000,20264436,30241435,9741435
1176,tt4276820,The Founder,115.0,"Biography,Drama,History","Jan 20, 2017",15000000,12786053,24403192,9403192
1177,tt3606888,A Street Cat Named Bob,103.0,"Biography,Comedy,Drama","Nov 18, 2016",8000000,82703,17382693,9382693
1178,tt1728200,The Box,89.0,Drama,"Nov 6, 2009",25000000,15051977,34356760,9356760
1179,tt5649144,The Florida Project,111.0,Drama,"Oct 6, 2017",2000000,5904366,11295324,9295324
1180,tt1255953,Incendies,131.0,"Drama,Mystery,War","Sep 17, 2010",6800000,6857096,16038343,9238343
1181,tt4133310,Bella,80.0,"Drama,Family","Oct 26, 2007",3300000,8093373,12405473,9105473
1182,tt4895740,Frenzy,119.0,Drama,"Jun 21, 1972",3500000,12600000,12600000,9100000
1184,tt2316649,Frailty,,Drama,"Apr 12, 2002",11000000,13110448,19947280,8947280
1185,tt7895868,Secrets & Lies,,"Drama,Romance","Sep 28, 1996",4500000,13417292,13417292,8917292
1186,tt6619272,The Contender,74.0,"Documentary,Drama,Sport","Oct 13, 2000",9000000,17804273,17804273,8804273
1190,tt5937296,Glory,101.0,Drama,"Dec 13, 1989",18000000,26593580,26593580,8593580
1191,tt3007512,The Water Diviner,111.0,"Drama,History,War","Apr 24, 2015",22500000,4200117,31054727,8554727
1196,tt2347569,Frances Ha,86.0,"Comedy,Drama,Romance","May 17, 2013",3000000,4067398,11262769,8262769
1198,tt2321163,ABCD (Any Body Can Dance),160.0,"Drama,Music","Feb 8, 2013",1900000,222098,10137234,8237234
1199,tt1758810,The Snowman,119.0,"Crime,Drama,Mystery","Oct 20, 2017",35000000,6670765,43226146,8226146
1201,tt3787590,We Are Your Friends,96.0,"Drama,Music,Romance","Aug 28, 2015",2000000,3591417,10153415,8153415
1202,tt1508675,Le Havre,93.0,"Comedy,Drama","Oct 21, 2011",5500000,611709,13480196,7980196
1203,tt1198101,Kites,123.0,"Action,Drama,Romance","May 21, 2010",9200000,1685269,17155193,7955193
1204,tt3566920,The Other Side of the Door,90.0,Drama,"Mar 4, 2016",5000000,3000342,12905107,7905107
1205,tt7125860,If Beale Street Could Talk,119.0,"Drama,Romance","Dec 14, 2018",12000000,14915773,19859167,7859167
1210,tt3215846,Dreamcatcher,104.0,"Crime,Documentary,Drama","Mar 21, 2003",68000000,33685268,75685268,7685268
1211,tt1371155,Made in Dagenham,113.0,"Biography,Comedy,Drama","Nov 19, 2010",8000000,1095369,15644196,7644196
1213,tt3125324,Beyond the Lights,116.0,"Drama,Music,Romance","Nov 14, 2014",7000000,14618727,14618727,7618727
1215,tt4080028,Thirteen,100.0,Drama,"Aug 20, 2003",2000000,4601043,9505996,7505996
1216,tt1791682,While We're Young,97.0,"Comedy,Drama,Mystery","Mar 27, 2015",10000000,7582065,17503828,7503828
1219,tt3014866,Criminal,113.0,"Action,Crime,Drama","Apr 15, 2016",31500000,14708696,38771262,7271262
1224,tt7967412,Eye for an Eye,,Drama,"Jan 12, 1996",20000000,26792700,26792700,6792700
1227,tt1600196,The Drop,106.0,"Crime,Drama","Sep 12, 2014",12600000,10724389,19054534,6454534
1228,tt1618430,Dum Maaro Dum,128.0,"Action,Crime,Drama","Apr 22, 2011",5200000,564489,11633427,6433427
1233,tt2058107,The Railway Man,116.0,"Biography,Drama,Romance","Apr 11, 2014",18000000,4438438,23910210,5910210
1236,tt9805168,Traitor,110.0,"Action,Drama,Romance","Aug 27, 2008",22000000,23530831,27882226,5882226
1239,tt1814621,Admission,107.0,"Comedy,Drama,Romance","Mar 22, 2013",13000000,18007317,18733666,5733666
1240,tt5247022,Paterson,118.0,"Comedy,Drama,Romance","Dec 28, 2016",5000000,2141423,10727536,5727536
1242,tt1555064,Country Strong,117.0,"Drama,Music","Dec 22, 2010",15000000,20218921,20601987,5601987
1244,tt2080374,Steve Jobs,122.0,"Biography,Drama","Oct 9, 2015",30000000,17766658,35579007,5579007
1247,tt1951212,Out of Time,98.0,"Drama,Mystery,Thriller","Oct 3, 2003",50000000,41083108,55489826,5489826
1248,tt2321549,The Babadook,94.0,"Drama,Horror","Nov 28, 2014",2000000,950792,7482387,5482387
1251,tt1541995,Snow Flower and the Secret Fan,104.0,"Drama,History","Jul 15, 2011",6000000,1348205,11348205,5348205
1253,tt1366338,Lowriders,98.0,"Adventure,Crime,Drama","May 12, 2017",916000,6179955,6188421,5272421
1254,tt7201536,Chain Reaction,100.0,Drama,"Aug 2, 1996",55000000,21226204,60209334,5209334
1256,tt8254042,Monsters,97.0,"Drama,Thriller","Oct 29, 2010",500000,237301,5639730,5139730
1257,tt1320291,The Reef,94.0,"Adventure,Drama,Horror","Dec 31, 2010",10000000,0,15037867,5037867
1258,tt3746918,The Losers,112.0,Drama,"Apr 23, 2010",25000000,23591432,29863840,4863840
1259,tt2223990,Draft Day,110.0,"Drama,Sport","Apr 11, 2014",25000000,28842237,29847480,4847480
1260,tt1571249,The Skeleton Twins,93.0,"Comedy,Drama,Romance","Sep 12, 2014",1000000,5284309,5797192,4797192
1261,tt5970386,Left Behind,24.0,"Documentary,Drama","Oct 3, 2014",16000000,14019924,20769209,4769209
1263,tt4828926,Rebecca,85.0,"Drama,Romance","Mar 21, 1940",1288000,6000000,6002370,4714370
1264,tt4975920,The Kid,100.0,"Biography,Drama,Western","Jul 7, 2000",65000000,69688384,69688384,4688384
1266,tt1438254,Charlie St. Cloud,99.0,"Drama,Fantasy,Romance","Jul 30, 2010",44000000,31206263,48478084,4478084
1268,tt1441326,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller","Oct 21, 2011",1000000,2981038,5438911,4438911
1269,tt1714206,The Spectacular Now,95.0,"Comedy,Drama,Romance","Aug 2, 2013",2500000,6852971,6916951,4416951
1270,tt1720182,October Baby,107.0,Drama,"Mar 23, 2012",1000000,5355847,5391992,4391992
1272,tt4073790,The Darkest Minds,104.0,"Action,Adventure,Drama","Aug 3, 2018",34000000,12695691,38361428,4361428
1275,tt3749926,Bug,95.0,"Drama,Mystery,Thriller","May 25, 2007",4000000,7006708,8302995,4302995
1277,tt3386948,Let There Be Light,52.0,"Biography,Documentary,Drama","Oct 27, 2017",3000000,7233471,7241309,4241309
1281,tt2235108,Dear White People,108.0,"Comedy,Drama,Romance","Oct 17, 2014",1250000,4404154,5403771,4153771
1282,tt3966404,Mustang,97.0,Drama,"Nov 20, 2015",1400000,845464,5552584,4152584
1285,tt4663548,All Saints,108.0,Drama,"Aug 25, 2017",2000000,5802208,5941994,3941994
1286,tt5479616,Loving,105.0,"Drama,Romance","Nov 4, 2016",9000000,7710234,12898064,3898064
1287,tt1313092,Animal Kingdom,113.0,"Crime,Drama","Aug 13, 2010",4200000,1044039,8078683,3878683
1288,tt10227710,Brick,93.0,"Drama,Family,Romance","Mar 31, 2006",450000,2075743,4243996,3793996
1289,tt1242460,We Need to Talk About Kevin,112.0,"Drama,Mystery,Thriller","Jan 13, 2012",7000000,1738692,10765283,3765283
1291,tt4573516,Sleight,89.0,"Action,Drama,Sci-Fi","Apr 28, 2017",250000,3930990,3934450,3684450
1292,tt1862079,Safety Not Guaranteed,86.0,"Comedy,Drama,Romance","Jun 8, 2012",750000,4010957,4422318,3672318
1293,tt1710396,Joyful Noise,118.0,"Comedy,Drama,Music","Jan 13, 2012",27500000,30932113,31157914,3657914
1295,tt0857190,The Sweeney,112.0,"Action,Crime,Drama","Mar 1, 2013",4500000,26345,8000366,3500366
1296,tt4621872,Like Crazy,116.0,"Comedy,Drama","Oct 28, 2011",250000,3395391,3728400,3478400
1297,tt3416532,A Monster Calls,108.0,"Animation,Drama,Fantasy","Jan 6, 2017",43000000,3740823,46414530,3414530
1298,tt2006295,The 33,127.0,"Biography,Drama,History","Nov 13, 2015",25000000,12227722,28400715,3400715
1299,tt2473602,Get on Up,139.0,"Biography,Drama,Music","Aug 1, 2014",30000000,30569935,33339868,3339868
1300,tt6599032,Lost Souls,84.0,"Action,Drama","Oct 13, 2000",28000000,16779636,31320293,3320293
1302,tt1321511,Oldboy,104.0,"Action,Drama,Mystery","Mar 25, 2005",3000000,707391,6239723,3239723
1304,tt4224638,Before Sunrise,70.0,Drama,"Jan 27, 1995",2500000,5274005,5690220,3190220
1310,tt1742336,Your Sister's Sister,90.0,"Comedy,Drama","Jun 15, 2012",120000,1597486,3090593,2970593
1311,tt4034354,Swiss Army Man,97.0,"Adventure,Comedy,Drama","Jun 24, 2016",3000000,4210454,5837111,2837111
1313,tt1604171,Prom,104.0,"Comedy,Drama,Family","Apr 29, 2011",8000000,10130219,10763183,2763183
1314,tt3458776,Happiness,80.0,"Documentary,Drama,Family","Oct 16, 1998",3000000,2746453,5746453,2746453
1315,tt3882396,Irreversible,100.0,Drama,"Mar 7, 2003",5400000,792200,8133256,2733256
1318,tt1440292,Submarine,97.0,"Comedy,Drama,Romance","Jun 3, 2011",1900000,467602,4581937,2681937
1319,tt6265828,A Ghost Story,92.0,"Drama,Fantasy,Romance","Jul 7, 2017",100000,1594798,2769782,2669782
1320,tt3212738,Hostage,97.0,"Comedy,Drama,History","Mar 11, 2005",75000000,34636443,77636443,2636443
1322,tt5719748,Cold Pursuit,119.0,"Action,Crime,Drama","Feb 8, 2019",60000000,32138862,62599159,2599159
1323,tt6122702,Bound,,Drama,"Oct 4, 1996",4500000,3802260,7011317,2511317
1324,tt1727497,Control,127.0,"Action,Crime,Drama","Oct 10, 2007",6400000,871577,8902141,2502141
1326,tt1990314,Robot & Frank,89.0,"Comedy,Crime,Drama","Aug 17, 2012",2500000,3317468,4934356,2434356
1327,tt0787524,The Man Who Knew Infinity,108.0,"Biography,Drama","Apr 29, 2016",10000000,3877922,12382122,2382122
1328,tt4501454,The Meddler,103.0,"Comedy,Drama,Romance","Apr 22, 2016",3200000,4267219,5526942,2326942
1329,tt2910274,Obvious Child,84.0,"Comedy,Drama,Romance","Jun 6, 2014",1000000,3122616,3324070,2324070
1331,tt2547584,The Light Between Oceans,133.0,"Drama,Romance","Sep 2, 2016",20000000,12545979,22281732,2281732
1332,tt1544600,The Grace Card,101.0,Drama,"Feb 25, 2011",200000,2430735,2430735,2230735
1337,tt1549572,Another Earth,92.0,"Drama,Romance,Sci-Fi","Jul 22, 2011",175000,1321194,2102779,1927779
1339,tt1307068,Seeking a Friend for the End of the World,101.0,"Adventure,Comedy,Drama","Jun 22, 2012",10000000,7078738,11766959,1766959
1340,tt5124556,The Forsaken,86.0,"Drama,Horror,Thriller","Apr 27, 2001",5000000,6755271,6755271,1755271
1342,tt1869425,Filly Brown,80.0,"Drama,Music","Apr 19, 2013",1250000,2850357,2940411,1690411
1345,tt1669617,Home Run,82.0,"Drama,Family,Sport","Apr 19, 2013",1200000,2859955,2859955,1659955
1346,tt1216491,Kill the Messenger,112.0,"Biography,Crime,Drama","Oct 10, 2014",5000000,2450846,6656705,1656705
1348,tt0878835,Please Give,87.0,"Comedy,Drama","Apr 30, 2010",3000000,4033574,4570178,1570178
1349,tt1207922,Beyond the Mat,,"Drama,Sport","Oct 22, 1999",500000,2047570,2047570,1547570
1351,tt1745686,The Wall,108.0,"Drama,Fantasy,Mystery","May 12, 2017",3000000,1803064,4495262,1495262
1353,tt4183692,Woodlawn,123.0,"Drama,Sport","Oct 16, 2015",13000000,14394097,14403703,1403703
1355,tt2582500,Shut In,91.0,"Drama,Mystery,Thriller","Nov 11, 2016",10000000,6900335,11360665,1360665
1356,tt6476140,Serenity,106.0,"Drama,Mystery,Sci-Fi","Sep 30, 2005",39000000,25514517,40319440,1319440
1357,tt1694020,The Guilt Trip,95.0,"Comedy,Drama","Dec 19, 2012",40000000,37134215,41294674,1294674
1358,tt2582496,Me and Earl and the Dying Girl,105.0,"Comedy,Drama,Romance","Jun 12, 2015",8000000,6758416,9266180,1266180
1359,tt0935075,Rabbit Hole,91.0,Drama,"Dec 17, 2010",5000000,2229058,6205034,1205034
1360,tt7809816,Henry V,122.0,"Adventure,Biography,Drama","Nov 8, 1989",9000000,10161099,10176701,1176701
1363,tt1602098,Albert Nobbs,113.0,"Drama,Romance","Dec 21, 2011",7500000,3014696,8539003,1039003
