,primary_title,runtime_minutes,genres_x,release_date,production_budget,domestic_gross,worldwide_gross,total_profit,content_rating,directors,actors
224,Letters to Juliet,105.0,"Adventure,Comedy,Drama","May 14, 2010",30000000,53032453,82148538,52148538,PG,Gary Winick,"Amanda Seyfried, Vanessa Redgrave, Chris Egan, Gael García Bernal, Luisa Ranieri, Franco Nero, Oliver Platt, Marina Massironi, Lydia Biondi, Milena Vukotic, Luisa De Santis, Ashley Lilley, Giordano Formenti, Paolo Arvedi, Remo Remotti, Angelo Infanti, Giacomo Piperno, Fabio Testi, Sara Armentano, Benito Deotto, Marcello Catania, Silvana Bosi, Elio Veller, Sandro Dori, Adriano Guerri, Stefano Gerrino, Daniel Baldock, Dario Conti, Ivana Lotito, Antonio Randazzo, Robbie Neigeborn, Hilary Edson, Marcia DeBonis"
225,The Boxtrolls,96.0,"Adventure,Animation,Comedy","Sep 26, 2014",60000000,50837305,111946251,51946251,PG,"Anthony Stacchi, Graham Annable, Aaron Sorenson","Ben Kingsley, Toni Collette, Elle Fanning, Isaac Hempstead Wright, Jared Harris, Simon Pegg, Nick Frost, Richard Ayoade, Tracy Morgan, Dee Bradley Baker, Steve Blum, Nika Futterman, Patrick Fraley, Fred Tatasciore, Max Mitchell, Maurice LaMarche, James Urbaniak, Brian George, Lori Tritel, Laraine Newman, Reckless Jack"
226,Get Him to the Greek,109.0,"Adventure,Comedy,Music","Jun 4, 2010",40000000,61153526,91455875,51455875,R,Nicholas Stoller,"Jonah Hill, Russell Brand, Rose Byrne, Sean Combs, Elisabeth Moss, Colm Meaney, Tyler McKinney, Lino Facioli, Katy Perry, Zoe Salmon, Lars Ulrich, Mario López, P!nk, Billy Bush, Kurt Loder, Christina Aguilera, Danny O'Leary, Tom Felton, Rick Schroder, Meredith Vieira, Pharrell Williams, Paul Krugman, Ray Siegle, Chad Cleven, Brandon Johnson, Jonathan Chris Lopez, Vero Felice Monti, Aziz Ansari, Kali Hawk, Nick Kroll, Brandon Andrew Johnson, Ivan Shaw, Ellie Kemper, Jake Johnson (XVI), Davone McDonald, Derek Ressallat, Karl Theobald, Dinah Stabb, Gee Sekweyama, Jamie Sives, Zoe Richards, Jessica Ellerby, Tony Van Silva, Meddy Ford, Rebecca Kinder, Jim Piddock, Kristen Bell, Ryan Shiraki, Jose Ramon Rosario, Kristen Schaal, Sean Mannion, David Auerbach, Howard Strawbridge, Howard F. Strawbridge, Stephen G. Lucas, Lenny Widegren, Roger Joseph Manning Jr., Sean Hurley, Victor Indrizzo, Ato Essandoh, Bashiri Johnson, Kimati Dinizulu, Gary Fritz, Jelani Johnson, Daoud Woods, Sheldon Goode, Mauwena Kodjovi, Richard Child, Caroline Limata, John J. Schneider, Aurora Nona-Barnes, Aurora Nonas-Barnes, Jennifer Perry, Lindsey Broad, Nicole Sciacca, Thomas Nowell, Duane Sequira, Ronald J. Garner, Joyful Drake, Francesca Delbanco, T.J. Miller, Neal Brennan, Stephanie Faracy, Brian Duprey, Kyle Diamond, Thomas R. Wallek, Drew Anthony Carrano, Kelly Ann Buckman, Giuseppina Castiglione, Christine T. Nguyen, Christine Nguyen, Diana Terranova, Ava Vassileva, Carla Gallo, Carlos Jacott, Sarah Haskins, Andrew Burlinson, Tom Chadwick, Mike Viola, Dan Rothchild, Rino Romano, Joe Benson"
227,What to Expect When You're Expecting,110.0,"Comedy,Drama,Romance","May 18, 2012",37500000,41152203,88473016,50973016,PG-13,Kirk Jones,"Cameron Diaz, Matthew Morrison, Jennifer Lopez, Elizabeth Banks, Anna Kendrick, Brooklyn Decker, Dennis Quaid, Chace Crawford, Rob Huebel, Ben Falcone, Chris Rock, Rodrigo Santoro, Joe Manganiello, Thomas Lennon, Amir Talai, Rebel Wilson, Wendi McLendon-Covey, Dwyane Wade, Whitney Port, Megan Mullally, Cheryl Cole, Tyce Diorio, Taboo, Kim Fields, Jesse Burch, Mimi Gianopulos, Genesis Rodriguez, Tom Clark, Taylor Kowalski, Aerli Austen, Katie Kneeland, Bree Dawn Shannon, Kelley Hinman, Jon Stafford, Rhoda Griffis, Elizabeth Becka, Catherine Dyer, Brian Bascle, Dr. Sharon Morris May, Eric Mendenhall, Maria Howell, Sharon Gee, Scott Poythress, Nico Ward, Cynthia Evans, Pamela Smith, Jimi Kocina, Jasmine Kaur, Valerie Payton, Andrew Arthur Medlin, Andrew Laws, Richard Mitchell, Jessie Ward, Hannah Kasulka, Wilbur Fitzgerald, Todd J. Smith, Africa Miranda, Tegga Lendado, Matthew Lintz, Emily Westergreen, Reginald Womack, Resea Womack, David Thwaites, Veronica Yung, Steve Coulter, Cornelia Brianna Moreland, Heena Sabnani, Charles David McDonald, Richard Meeder, Jr., Nico Gutierrez, William Wayne Viar, Anthony J. Carrozza, Lewis Jeffrey Pike, Kristy Foggitt, Becky Simmons, Macsen Lintz, Adam Baaklini, Chelsea Cardwell, Catherine Barrow, Tricia Miranda, Ryan DiLello, Bart Hansard, Dougie Jones, Zenia Boyd, Michael H. Cole, Megan Hayes, Julie Ivey"
228,"Big Mommas: Like Father, Like Son",107.0,"Action,Comedy,Crime","Feb 18, 2011",32000000,37915414,82332450,50332450,PG-13,John Whitesell,"Martin Lawrence, Brandon T. Jackson, Jessica Lucas, Michelle Ang, Portia Doubleday, Ana Ortiz, Emily Rios, Jasmine Burke, Tony Curran, Ken Jeong, Faizon Love"
229,What Men Want,117.0,"Comedy,Fantasy,Romance","Feb 8, 2019",20000000,54611903,69911903,49911903,R,Adam Shankman,"Taraji P. Henson, Aldis Hodge, Richard Roundtree, Wendi McLendon-Covey, Tracy Morgan, Josh Brener, Tamala Jones, Phoebe Robinson, Max Greenfield, Jason Jones, Brian Bosworth, Chris Witaske, Erykah Badu"
230,The Boss,99.0,Comedy,"Apr 8, 2016",29000000,63077560,78652207,49652207,R,Ben Falcone,"Melissa McCarthy, Kristen Bell, Peter Dinklage, Kristen Schaal, Kathy Bates, Parker Young, Cecily Strong, Margo Martindale, Tyler Labine, Ella Anderson, Timothy Simons, Mary Sohn, Eva Peterson, Aleandra Newcomb, Annie Mumolo, Presley Coley, Ben Falcone, Michael McDonald, Rob Pralgo, Larry Dorf, Cedric Yarbrough, Mark Oliver, Rico Ball, Carla Fisher, Sharon Conley, Joel Esperanza, Morgan Hinkleman, Steve Mallory, Nick Arapoglou, Gayle King, Chandler Head, Vivian Falcone, Isabella Amara, Damon Jones, T-Pain, Dylan Cheek, Parker Allen, Jasmine Harper, John Jeffrey, Devon Li, Allison Williams, Desiree Dixon, Jordan Galloway"
231,The Big Sick,120.0,"Comedy,Drama,Romance","Jun 23, 2017",5000000,42872467,53972860,48972860,R,Michael Showalter,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano, Anupam Kher, Matty Cardarople"
232,Delivery Man,105.0,"Comedy,Drama","Nov 22, 2013",22000000,30659817,70536870,48536870,PG-13,Ken Scott (V),"Vince Vaughn, Cobie Smulders, Chris Pratt, Jack Reynor, Britt Robertson, Dave Patten, Bobby Moynihan, Chris Hernandez, Camille Kitt, Erin Gerasimovich, Matthew Daddario, Ben Bailey, Vanessa Coelho, Kennerly Kitt, Leslie Ann Glossner, Takako Haywood, Glenn Fleshler, Chris Nunez, Georgie Lalov, Finnerty Steeves, Alex Hartman, Andrew Pagliara, Peter Y. Kim, Zivile Kaminskaite, Nicole Newman, Kiff VandenHeuvel, Simon Delaney, Kaitlyn M. Burgoon, Shawn Gonzalez, Stephen Ellis, Joseph Basile, James Thomas Bligh, Adam Chanler-Berat, Logan Kulick, Michael Oberholtzer, Van Hughes, Malcolm Halaszynski, Joseph Urban, Alexander Flores, Derrick Arthur, Jessica Williams, Sebastien René, Kevin Hopkins, Zachary Hernandez, Kyle Sutton, Lynda Gravatt, Starla Benford, Damian Young, Don Guillory, Richard Poe, Jessica Abo, Crawford Logan, Andrzej Blumenfeld, Amos VanderPoel, Alice Gainer, Darin Guerrasio, Jonah Nathan, Bruce Altman, Matthew Walters, Stephanie Berry, Joseph Tudisco, Akim Black, Kate Dalton, Gabe Doran, Matt Blumm, Mark Zimmerman, Angela Bellotte, Charlie Romanelli, Pasha Pellosie, Connor Fox, Isaac H.W. Joseph, Jay Leno, Bill Maher, Nancy Nagrant, Jaime Lynn Weisman, Pantea Karimi"
233,ParaNorman,92.0,"Adventure,Animation,Comedy","Aug 17, 2012",60000000,56003051,108119662,48119662,PG,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Tucker Albrizzi, Casey Affleck, Anna Kendrick, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, John Goodman, Elaine Stritch, Bernard Hill, Alex Borstein, Tempestt Bledsoe, Hannah Noyes, Jodelle Ferland, Jack Blessing, Ranjani Brow, Michael Corbett, David Cowgill, Emily Hahn, Bridget Hoffman, Wendy Hoffman, Holly Klein, Alicia Lagono, Scott Menville, Nick Petok, Alicia Lagano, Ariel Winter, Jeremy Shada, Steve Alterman, Kirk Baily, Jacob Bertrand, Liz Bolton, Ava Benavente, Cam Clarke, Lara Cody, Caitlin Rose Cutt, Susan Dudeck, Denise Faye, Eddie Frierson, Matthew Fold Holt, Rif Hutton, David Joliff, Ashley Lambert, Donna Lynn Leavy, Evan Mehta, Edie Mirman, Juan Pacheo, Kelsey Rootenberg, Joshua Michael Stern, Dave Zyler, Jon Brion"
234,Second Act,103.0,"Comedy,Drama,Romance","Dec 21, 2018",15700000,39282227,63288854,47588854,PG-13,Peter Segal,"Jennifer Lopez, Leah Remini, Vanessa Hudgens, Treat Williams, Milo Ventimiglia, Natasha Romanova, Freddie Stroma, Charlyne Yi, Dave Foley, Larry Miller, Annaleigh Ashford, Dan Bucatinsky, Elizabeth Masucci, Alan Aisenberg, Candace Smith, Kelly P. Williams, Dalton Harrod, Maria Conte Di Angelis, Anna Suzuki"
235,Krampus,98.0,"Comedy,Fantasy,Horror","Dec 4, 2015",15000000,42725475,61788393,46788393,PG-13,Michael Dougherty,"Emjay Anthony, Adam Scott, Toni Collette, David Koechner, Allison Tolman, Conchata Ferrell, Stefania Owen, Krista Stadler, Maverick Flack, Ivy George, Luke Hawker, Sophie Gannon, Sage Hunefeld, Gareth Ruck, ark Atkin, Lolo Owen, Tess Jamieson Karaha, Trevor Bau, Queenie Samuel, Curtis Vowell, Seth Green, Brett Beattie, Breehn Burns, Justin Roiland, Amy Brighton, Felicity Hamill, Ravi Narayan, Collin Dean, Kelly Lily Marie, Clare Odell, Pascal Ackerman, Skye Broberg, Jessie Carson, Leith Towers"
236,Office Christmas Party,105.0,Comedy,"Dec 9, 2016",45000000,54767494,91323299,46323299,R,"Will Speck, Josh Gordon","Jennifer Aniston, Jason Bateman, T.J. Miller, Kate McKinnon, Randall Park, Olivia Munn, Jillian Bell, Rob Corddry, Vanessa Bayer, Jamie Chung, Courtney B. Vance, Karan Soni"
237,Think Like a Man Too,106.0,"Comedy,Romance","Jun 20, 2014",24000000,65028687,70027933,46027933,PG-13,Tim Story,"Kevin Hart, Gabrielle Union, Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Terrence Jenkins, Taraji P. Henson, Jenifer Lewis, Dennis Haysbert, Romany Malco, Gary Owen, Wendi McLendon-Covey, David Walton, La La Anthony, Jim Piddock, Wendy Williams, Caleel Harris, Angela Gibbs, Winnie Luenell, Chelsea Dawn, Derek J. Watkins, Ernestine Johnson, George Wallace, Ray Proscia, Will Packer, Janina Gavankar, Malea Rose, Nicholas Guilak, Pedro Miguel Arce, Terrell Carter, Chasty Ballesteros, Jason Suhrke, Morann Peri, Jeff Corbett, Corey Holcomb, Paul Campanella, Charles Goldsmith, Courtney Michelle Enea, Jordan Bondurant, Floyd Mayweather Jr., Coco, Sheila Joy Burford, Teresa Mcauliffe, Kristel Nichols, Brian Ventimiglia, Roni Meron, Kastika Xhurka, Brenda Vivian, Drake, Ndamukong Suh, Steven R. Jackson, Steve Terada, Ronald DeVoe, JT Jackson, Jason Sarcinelli, Rick Rockne, Denny Ogden, Dan Rossi"
238,Quartet,94.0,"Comedy,Drama","Jan 11, 2013",11000000,18388357,56178935,45178935,R,James Ivory,"Alan Bates, Maggie Smith, Isabelle Adjani, Anthony Higgins, Armelia McQueen, Sheila Gish, Daniel Mesguich, Wiley Wood, Bernice Stegers, Daniel Chatto, Pierre Clémenti, Suzanne Flon, Virginie Thévenet, Paulita Sedgwick, Bonnafet Tarbouriech, Romain Bremond, Francois Viaur, Isabelle Canto de Maya, Jean-Pierre Dravei, Annie Noel, Sebastien Floche, Humbert Balsan, Serge Marquand, Pierre Julien, Monique Mauclair, Caroline Loeb, Michel Such, Jeffrey Kime"
239,Quartet,94.0,"Comedy,Drama","Jan 11, 2013",11000000,18388357,56178935,45178935,PG-13,Dustin Hoffman,"Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon, Sheridan Smith, Andrew Sachs, Gwyneth Jones, Trevor Peacock, David Ryall, Michael Byrne, Ronnie Fox, Patricia Loveland, Eline Powell, Luke Newberry, Shola Adewusi, Jurmayn Hunter, Aleksandra Duczmal, Denis Khoroshko, Sarah Crowden, Colin Bradbury, Patricia Varley, Ronnie Hughes, Jack Honeyborne, John Rawnsley, Nuala Willis, Melodie Waddingham, Cynthia Morey, John Heley, Graeme Scott, John Georgiadis, Ita Herbert, Ania Duczmal, Cyril Davey, Esmy Penry-Davey, Virginia Bradbury, Isla Mathieson, Ionia Mathieson, Claudia Mellor, Penelope Zagoul, Helen Bradbury, Jennifer Spillane"
240,That Awkward Moment,94.0,"Comedy,Romance","Jan 31, 2014",8000000,26068955,53068955,45068955,R,Tom Gormican,"Zac Efron, Michael B. Jordan, Miles Teller, Imogen Poots, Mackenzie Davis, Jessica Lucas, Addison Timlin, Josh Pais, Evelina Turen, Karen Ludwig, Tina Benko, Joseph Adams, Lola Glaudini, John Rothman, Barbara Garrick, Raul Casso, Kate Simses, Tom Gormican, Emily Meade, Alysia Reiner, Yuval Boim, Dan Bittner, Reif Larsen, Chris Grace, Victor Slezak, Justin Nappi, Tom Riis Farrell, Julia Morrison, Amanda A. Lederer, Deborah Ann Woll"
241,Mike and Dave Need Wedding Dates,98.0,"Adventure,Comedy,Romance","Jul 8, 2016",33000000,46009673,75898100,42898100,R,Jake Szymanski,"Zac Efron, Anna Kendrick, Adam DeVine, Aubrey Plaza, Stephen Root, Sugar Lyn Beard, Chloe Bridges, Kumail Nanjiani, Alice Wetterlund, Stephanie Faracy, Lavell Crawford, Mary Holland, Marc Maron, Erik Griffin, Jake Szymanski, Eugene Cordero, Wendy Williams, Kyle Smigielski, Andrea Miceli, Nancy Miceli, Christina Souza, Olga Kalashnikova, Julia Fae, Ashley Hobbs, Andrea Russett, Bob Turton, Nicole Byer, Danielle Zalopany, Stephanie Allynne, Tabitha Humphrey, Jennie Pierson, Hilty Bowen, Tanisha Long, Cass Bugge, Ayden Mayeri"
242,"I, Tonya",120.0,"Biography,Comedy,Drama","Dec 8, 2017",11000000,30014534,53797409,42797409,R,Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney, Paul Walter Hauser, Julianne Nicholson, Bobby Cannavale, McKenna Grace, Caitlin Carver"
243,The Star,86.0,"Adventure,Animation,Comedy","Nov 17, 2017",20000000,40847995,62758010,42758010,NR,Stuart Heisler,"Bette Davis, Sterling Hayden, Natalie Wood, Warner Anderson, Minor Watson, Fay Baker, June Travis, Katherine Warren, Barbara Lawrence, Kay Riehl, Barbara Woodell, David Alpert, Paul H. Frees"
244,The Star,86.0,"Adventure,Animation,Comedy","Nov 17, 2017",20000000,40847995,62758010,42758010,PG,Timothy Reckart,"Steven Yeun, Gina Rodriguez, Zachary Levi, Keegan-Michael Key, Kelly Clarkson, Anthony Anderson, Aidy Bryant, Ving Rhames, Gabriel Iglesias, Patricia Heaton, Kristin Chenoweth, Christopher Plummer, Tracy Morgan, Tyler Perry, Oprah Winfrey, Kris Kristofferson, Mariah Carey, Joel Osteen, Delilah, Joel McCrary, Phil Morris, Fred Tatasciore, Tex Lang, Roger Craig Smith, Joe Whyte, William Townsend, Gregg Berger, Melissa Sturm"
245,Yeh Jawaani Hai Deewani,160.0,"Comedy,Drama,Musical","May 31, 2013",8300000,3827466,50827466,42527466,NR,Ayan Mukerji,"Deepika Padukone, Ranbir Kapoor, Kalki Koechlin"
246,"Hail, Caesar!",106.0,"Comedy,Drama,Music","Feb 5, 2016",22000000,30080225,64160680,42160680,PG-13,"Joel Coen, Ethan Coen","Josh Brolin, George Clooney, Tilda Swinton, Ralph Fiennes, Jonah Hill, Frances McDormand, Channing Tatum, Scarlett Johansson, Alden Ehrenreich, Christopher Lambert, Veronica Osorio, Heather Goldenhersh, Alison Pill, Max Baker, Fisher Stevens, Patrick Fischler, Tom Musgrave, David Krumholtz, Greg Baldwin, Patrick Carroll, Fred Melamed, John Bluthal, Alex Karpovsky, Aramazd Stepanian, Allan Havey, Robert Pike Daniel, Robert Picardo, Ian Blackman, Geoffrey Cantor, Robert Trebor, Michael Yama, Ming Zhao, Basil Hoffman, Luke Spencer Roberts, Ralph P. Martin, James Austin Johnson, Noah Baron, Timm Perry, Noel Conlon, Natasha Bassett, Richard Abraham, Jon Daly, Dennis Cockrum, Clancy Brown, Mather Zickel, Tiffany Lonsdale, Clement von Franckenstein, Wayne Knight, Jeff Lewis, Kyle Bornheimer, Josh Cooke, Peter Jason, Stephen Ellis, Jillian Armenante, Jacob Witkin, Jack Huston, Agyness Deyn, Emily Beecham, Benjamin Beatty, J.R. Horne, Caitlin Muelder, E.E. Bell, Kate Morgan Chadwick, Brian Michael Jones, Peter Banifaz, Clifton Samuels, K.C. Reischerl, Jeremy Davis, Marcos Ochoa, Colin Bradbury, Ryan Breslin, Tyler Hanes"
247,Frankenweenie,87.0,"Animation,Comedy,Family","Oct 5, 2012",39000000,35287788,81150788,42150788,PG,Tim Burton,"Martin Landau, Catherine O'Hara, Martin Short, Atticus Shaffer, Robert Capron, James Hiroyuki Liao, Tom Kenny, Charlie Tahan, Winona Ryder, Conchata Ferrell"
248,St. Vincent,102.0,"Comedy,Drama","Oct 10, 2014",13000000,44137712,54837234,41837234,PG-13,Ted Melfi,"Bill Murray, Melissa McCarthy, Naomi Watts, Jaeden Martell, Terrence Howard, Kimberly Quinn, Lenny Venito, Nathan Corddry, Dario Barosso, Donna Mitchell, Ann Dowd, Scott Adsit, Reg E. Cathey, Deirdre O'Connell, Ray Iannicelli, Greta Lee, Maria Elena Ramirez, Ron McLarty, Niles Fitch, Emma Fisher, David Iacono, Alexandra Fong, Sade DeMorcy, Gabriel Hernández, Elliott Santiago, Melanie Nicholls-King, Portia, Maria-Christina Oliveras, James Andrew O'Connor, Brian Berrebbi, Brenda Wehle, Frank Wood, Orlagh Cassidy, Larry Gray, Joann Lamneck, Kerry Flanagan, Katharina Damm, Jeff Bowser, Amber Clayton, Fred Evanko, Ron Bush, Tim Wilson, J. Elaine Marcos, David Filippi, Tom Durkin, Richard Ford Grayling, Addison Rose Melfi"
249,Remember Me,,"Comedy,Drama,Romance","Mar 12, 2010",16000000,19068240,56506120,40506120,PG-13,Allen Coulter,"Robert Pattinson, Emilie De Ravin, Chris Cooper, Pierce Brosnan, Lena Olin, Tate Ellington, Ruby Jerins, Gregory Jbara, Meghan Markle, Chris McKinney, Kate Burton, Caitlyn Paige Rund, Chris Clawson, Kevin P. McCarthy, Moises Acevedo, Noel Rodriguez, Athena Currey, Angela Pietropinto, Lee Brock, Emily Wickersham, Kelli Barrett, Jon Trotsky, Drew Leary, Bob Colletti, Bob Coletti, Scott Burik, William Cote Kruschwitz, Doug Crosby, Douglas Crosby, Scott Nicholson, Tricia Paoluccio, Peyton List, Morgan Turner, Olga Merediz, Ebrahim Abe Jaffer, David Anzuelo, Sandor Tecsy, Justin Grace, Michael Hobbs, David Wilson Barnes, Emily Godshall, Jane Harnick, Andrea Navedo, Bill Burns"
250,The Back-up Plan,104.0,"Comedy,Romance","Apr 23, 2010",35000000,37490007,75281179,40281179,PG-13,Alan Poul,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen, Anthony Anderson, Linda Lavin, Noureen DeWulf, Danneel Ackles, Melissa McCarthy, Tom Bosley, Robert Klein, Maribeth Monroe, Adam Rose, Cesar Millan"
251,Marmaduke,87.0,"Comedy,Family","Jun 4, 2010",50000000,33644788,89895930,39895930,PG,Tom Dey,"Owen Wilson, Emma Stone, George Lopez, Christopher Mintz-Plasse, Steve Coogan, Fergie, Marlon Wayans, Damon Wayans Jr., Sam Elliott, Stacy Ferguson, Kiefer Sutherland, Lee Pace, Judy Greer, Caroline Sunshine, Finley Jacobsen, Mandy Haines, David Williamson, Milana Haines, David Walliams, William H. Macy, Finley Jacobson, Glenn McCuen, Glen McCuen, Frank Topol, Graylen Cameron, Alex Rockwell, Alex Rockhill, Cameron Cowles, John Daily, Tyler Abiew, Heather Doerksen, Ashley Liu, Madison Desjarlais, Erin Kerr, Nicole Muñoz, Christopher Attadia, Jason Bryden, Raugi Yu, Izaak Smith, Keith Dallas, P.J. Prinsloo, Peter-John Prinsloo, Colin Decker, Charles Jarman, Garvin Cross, Chris Bradford, Graham Macdonald, Randall Montgomery, David Stanfield, Hope Levy, Anjelah Johnson-Reyes, Devon Werkheiser, Chris Colfer, David Z. Pierce, Hudson Thames, Francisco Ramos, Bernardo De Paula, David Z. Price, Eddie 'Piolín' Sotelo, Todd Glass, Ryan Devlin, Jeff Garcia, King Kedar, Liza Lapira, Jack McGee, Eddie ""Piolin"" Sotelo"
252,Little Man,,Comedy,"Jul 14, 2006",64000000,58636047,101636047,37636047,PG-13,Keenen Ivory Wayans,"Marlon Wayans, Shawn Wayans, Kerry Washington, John Witherspoon, Tracy Morgan, Lochlyn Munro, Chazz Palminteri, Molly Shannon, Gabe Pimental, Damien Dante Wayans, Linden Porco, Gary Owen, John De Santis, Dave Sheridan, Alex Borstein, Fred Stoller, Brittany Daniel, Mathew Ast, Reece Leslie Knight, Malcom Scott, Chris Gauthier, Kelly Coffield Park, Nancy Bell, Chloe Mathews, Matthew Ast, Ken Kramer, Glenn Ennis, Moneca Delain, Michael Bardach, Fraser Aitcheson, Anthony St. John, Chris Burns, Mark Docherty, Peter Hanlon, Sabine Raskin, Sebastian Godbout, Jeffrey Ballard, Kai Kennedy, Fraser Attcheson, Stephen Thompson, Anthony Harrison, David Alan Grier, Rob Schneider, Jeff Ballard, Isaiah States, Josh Laster, Samantha Laster, Brett Irving Coppa, Taylor Weaver"
253,Little Man,,Comedy,"Jul 14, 2006",64000000,58636047,101636047,37636047,PG-13,Nicole Conn,"Nicholas James Baba-Conn, Nicole Conn, Gwendolyn H. Baba, Gabrielle Baba-Conn, Jeannie Karaffa, Lisa Jones, Jennifer Bergman, Dr. Lilly Chow, Dr. Richard Krueger, Dr. Michelle Hakaka, Dr. Deborah Krakow, Dr. John Williams"
254,About Last Night,100.0,"Comedy,Romance","Feb 14, 2014",13000000,48637684,50445860,37445860,R,Edward Zwick,"Rob Lowe, Demi Moore, Jim Belushi, Elizabeth Perkins, George DiCenzo, Michael Alldredge, Robin Thomas, Lisa Aliff, Donna Gibbons, Megan Mullally, Kimberley Pistone, Patricia Duff, Rosanna DeSoto, Sachi Parker, Robert Neiches, Joe V. Greco, Ada Marks, Rebecca Arthur, Tim Kazurinsky, Kevin Bourland, Rebeca Arthur, Dean Bastounes, Marjorie Bransfield, Charlotte Mauer, Kimberly Pistone, Marjorie Bransfeld, Lindy Huddleson, Raffi Di Blasio, Sheenika Smith, Heath Wagerman, Brie O'Banion, Dawn Arnemann, Catherine Keener, Steven Kckholdt, Steven Eckholdt, Robert B. Durkin, Ray Wohl"
255,About Last Night,100.0,"Comedy,Romance","Feb 14, 2014",13000000,48637684,50445860,37445860,R,Steve Pink,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant, Christopher McDonald, Paula Patton, Adam Rodriguez, Joe Lo Truglio, Terrell Owens, Catherine Shu, David Greenman, Bryan Callen, Paul Quinn, Haley Boyle, Selita Ebanks, Jessica Lu, James McAndrew, Randolph Adams, Michael Voltaggio, Krystal Marie Harris, Jack Betts, Kristin Slaysman, Mehcad Brooks, Tracey Graves, Trae Ireland, Steve Terada, Stan Weightman Jr., Brenda Vivian"
